Worker_ID,Date,Run_Off,Open_Seam,SPI_Errors,High_Low,Production_Volume,Shift,defect_count,count
W_00002,2024-01-18,4,4,2,4,600,Morning,14,586
W_00002,2024-01-19,0,4,1,3,600,Morning,8,592
W_00002,2024-01-22,1,6,1,6,600,Morning,14,586
W_00002,2024-01-23,4,5,2,5,600,Morning,16,584
W_00002,2024-01-24,1,2,4,1,600,Morning,8,592
W_00002,2024-01-25,1,5,6,6,600,Morning,18,582
W_00002,2024-01-26,0,1,0,0,600,Morning,1,599
W_00002,2024-01-29,6,1,5,6,600,Morning,18,582
W_00002,2024-01-30,0,1,1,5,600,Morning,7,593
W_00002,2024-01-31,6,2,0,4,600,Morning,12,588
W_00002,2024-02-01,5,3,1,4,600,Morning,13,587
W_00002,2024-02-02,2,5,0,5,600,Morning,12,588
W_00002,2024-02-05,2,5,2,0,600,Morning,9,591
W_00002,2024-02-06,4,6,4,5,600,Morning,19,581
W_00002,2024-02-07,2,5,0,1,600,Morning,8,592
W_00002,2024-02-08,6,2,1,0,600,Morning,9,591
W_00002,2024-02-09,2,1,2,0,600,Morning,5,595
W_00002,2024-02-12,5,5,3,4,600,Morning,17,583
W_00002,2024-02-13,2,6,1,0,600,Morning,9,591
W_00002,2024-02-14,3,2,5,2,600,Morning,12,588
W_00002,2024-02-15,2,5,5,4,600,Morning,16,584
W_00002,2024-02-16,0,4,6,0,600,Morning,10,590
W_00002,2024-02-19,3,4,5,5,600,Morning,17,583
W_00002,2024-02-20,4,0,0,1,600,Morning,5,595
W_00002,2024-02-21,6,3,6,4,600,Morning,19,581
W_00002,2024-02-22,3,5,5,4,600,Morning,17,583
W_00002,2024-02-23,5,1,0,2,600,Morning,8,592
W_00002,2024-02-26,5,5,6,5,600,Morning,21,579
W_00002,2024-02-27,3,1,3,6,600,Morning,13,587
W_00002,2024-02-28,2,5,2,0,600,Morning,9,591
W_00002,2024-02-29,0,3,2,0,600,Morning,5,595
W_00002,2024-03-01,0,5,1,4,600,Morning,10,590
W_00002,2024-03-04,5,6,2,2,600,Morning,15,585
W_00002,2024-03-05,3,4,5,5,600,Morning,17,583
W_00002,2024-03-06,0,5,6,5,600,Morning,16,584
W_00002,2024-03-07,6,1,3,6,600,Morning,16,584
W_00002,2024-03-08,3,2,5,1,600,Morning,11,589
W_00002,2024-03-11,6,4,6,0,600,Morning,16,584
W_00002,2024-03-12,4,1,3,2,600,Morning,10,590
W_00002,2024-03-13,1,3,5,2,600,Morning,11,589
W_00002,2024-03-14,5,0,0,4,600,Morning,9,591
W_00002,2024-03-15,3,0,5,2,600,Morning,10,590
W_00002,2024-03-18,2,3,4,4,600,Morning,13,587
W_00002,2024-03-19,5,3,1,0,600,Morning,9,591
W_00002,2024-03-20,0,2,4,3,600,Morning,9,591
W_00002,2024-03-21,1,0,2,6,600,Morning,9,591
W_00002,2024-03-22,0,1,4,3,600,Morning,8,592
W_00002,2024-03-25,2,0,3,3,600,Morning,8,592
W_00002,2024-03-26,5,5,0,5,600,Morning,15,585
W_00002,2024-03-27,2,4,3,0,600,Morning,9,591
W_00002,2024-03-28,0,6,5,6,600,Morning,17,583
W_00002,2024-03-29,2,2,0,3,600,Morning,7,593
W_00002,2024-04-01,2,6,6,4,600,Morning,18,582
W_00002,2024-04-02,2,4,3,5,600,Morning,14,586
W_00002,2024-04-03,4,6,0,0,600,Morning,10,590
W_00002,2024-04-04,1,1,5,5,600,Morning,12,588
W_00002,2024-04-05,3,0,5,5,600,Morning,13,587
W_00002,2024-04-08,5,2,1,2,600,Morning,10,590
W_00002,2024-04-09,1,4,3,6,600,Morning,14,586
W_00002,2024-04-10,2,5,2,0,600,Morning,9,591
W_00002,2024-04-11,0,0,4,5,600,Morning,9,591
W_00002,2024-04-12,1,3,3,0,600,Morning,7,593
W_00002,2024-04-15,0,2,1,2,600,Morning,5,595
W_00002,2024-04-16,3,2,5,6,600,Morning,16,584
W_00002,2024-04-17,6,1,1,2,600,Morning,10,590
W_00002,2024-04-18,6,3,4,4,600,Morning,17,583
W_00002,2024-04-19,3,0,6,1,600,Morning,10,590
W_00002,2024-04-22,3,5,5,5,600,Morning,18,582
W_00002,2024-04-23,5,0,6,5,600,Morning,16,584
W_00002,2024-04-24,0,5,1,5,600,Morning,11,589
W_00002,2024-04-25,2,6,3,2,600,Morning,13,587
W_00002,2024-04-26,5,4,2,0,600,Morning,11,589
W_00002,2024-04-29,2,4,0,4,600,Morning,10,590
W_00002,2024-04-30,2,3,0,5,600,Morning,10,590
W_00002,2024-05-01,4,3,0,2,600,Morning,9,591
W_00002,2024-05-02,6,5,1,0,600,Morning,12,588
W_00002,2024-05-03,2,5,2,6,600,Morning,15,585
W_00002,2024-05-06,5,0,4,1,600,Morning,10,590
W_00002,2024-05-07,0,0,5,3,600,Morning,8,592
W_00002,2024-05-08,3,4,3,1,600,Morning,11,589
W_00002,2024-05-09,5,1,6,4,600,Morning,16,584
W_00002,2024-05-10,5,0,3,3,600,Morning,11,589
W_00002,2024-05-13,1,0,3,2,600,Morning,6,594
W_00002,2024-05-14,3,6,5,2,600,Morning,16,584
W_00002,2024-05-15,2,4,3,1,600,Morning,10,590
W_00002,2024-05-16,2,0,2,4,600,Morning,8,592
W_00002,2024-05-17,3,4,4,0,600,Morning,11,589
W_00002,2024-05-20,4,2,2,3,600,Morning,11,589
W_00002,2024-05-21,2,0,2,2,600,Morning,6,594
W_00002,2024-05-22,1,2,3,5,600,Morning,11,589
W_00002,2024-05-23,0,4,5,2,600,Morning,11,589
W_00002,2024-05-24,4,1,4,0,600,Morning,9,591
W_00002,2024-05-27,5,3,6,1,600,Morning,15,585
W_00002,2024-05-28,2,5,6,2,600,Morning,15,585
W_00002,2024-05-29,3,5,4,2,600,Morning,14,586
W_00002,2024-05-30,6,4,2,2,600,Morning,14,586
W_00002,2024-05-31,4,0,6,1,600,Morning,11,589
W_00002,2024-06-03,2,2,3,3,600,Morning,10,590
W_00002,2024-06-04,1,1,0,6,600,Morning,8,592
W_00002,2024-06-05,5,3,3,4,600,Morning,15,585
W_00002,2024-06-06,5,5,3,3,600,Morning,16,584
W_00002,2024-06-07,3,5,1,2,600,Morning,11,589
W_00002,2024-06-10,5,1,0,3,600,Morning,9,591
W_00002,2024-06-11,6,2,1,6,600,Morning,15,585
W_00002,2024-06-12,6,5,6,5,600,Morning,22,578
W_00002,2024-06-13,1,2,6,6,600,Morning,15,585
W_00002,2024-06-14,6,1,3,1,600,Morning,11,589
W_00002,2024-06-17,5,0,6,4,600,Morning,15,585
W_00002,2024-06-18,5,3,5,1,600,Morning,14,586
W_00002,2024-06-19,5,3,2,1,600,Morning,11,589
W_00002,2024-06-20,5,4,2,2,600,Morning,13,587
W_00002,2024-06-21,0,1,2,0,600,Morning,3,597
W_00002,2024-06-24,0,4,6,3,600,Morning,13,587
W_00002,2024-06-25,1,5,6,6,600,Morning,18,582
W_00002,2024-06-26,6,6,4,3,600,Morning,19,581
W_00002,2024-06-27,3,5,3,0,600,Morning,11,589
W_00002,2024-06-28,3,1,1,2,600,Morning,7,593
W_00002,2024-07-01,1,4,4,1,600,Morning,10,590
W_00002,2024-07-02,2,4,5,3,600,Morning,14,586
W_00002,2024-07-03,4,1,2,3,600,Morning,10,590
W_00002,2024-07-04,1,5,3,2,600,Morning,11,589
W_00002,2024-07-05,2,4,3,4,600,Morning,13,587
W_00002,2024-07-08,6,0,2,5,600,Morning,13,587
W_00002,2024-07-09,1,0,6,0,600,Morning,7,593
W_00002,2024-07-10,3,6,6,6,600,Morning,21,579
W_00002,2024-07-11,5,3,1,6,600,Morning,15,585
W_00002,2024-07-12,4,4,3,0,600,Morning,11,589
W_00002,2024-07-15,5,3,0,2,600,Morning,10,590
W_00002,2024-07-16,5,0,3,0,600,Morning,8,592
W_00002,2024-07-17,6,6,5,1,600,Morning,18,582
W_00002,2024-07-18,0,2,1,2,600,Morning,5,595
W_00002,2024-07-19,0,6,5,1,600,Morning,12,588
W_00002,2024-07-22,6,4,1,4,600,Morning,15,585
W_00002,2024-07-23,4,0,1,1,600,Morning,6,594
W_00002,2024-07-24,2,1,0,3,600,Morning,6,594
W_00002,2024-07-25,0,5,0,1,600,Morning,6,594
W_00002,2024-07-26,4,4,5,4,600,Morning,17,583
W_00003,2024-01-01,5,2,5,1,600,Morning,13,587
W_00003,2024-01-02,6,5,1,3,600,Morning,15,585
W_00003,2024-01-03,0,2,3,2,600,Morning,7,593
W_00003,2024-01-04,5,3,3,2,600,Morning,13,587
W_00003,2024-01-05,5,2,4,0,600,Morning,11,589
W_00003,2024-01-08,2,3,0,5,600,Morning,10,590
W_00003,2024-01-09,0,4,4,6,600,Morning,14,586
W_00003,2024-01-10,1,4,1,1,600,Morning,7,593
W_00003,2024-01-11,5,1,1,3,600,Morning,10,590
W_00003,2024-01-12,5,3,2,1,600,Morning,11,589
W_00003,2024-01-15,3,3,4,3,600,Morning,13,587
W_00003,2024-01-16,5,5,1,5,600,Morning,16,584
W_00003,2024-01-17,0,3,3,2,600,Morning,8,592
W_00003,2024-01-18,2,4,3,5,600,Morning,14,586
W_00003,2024-01-19,2,4,5,1,600,Morning,12,588
W_00003,2024-01-22,3,1,2,5,600,Morning,11,589
W_00003,2024-01-23,0,3,3,6,600,Morning,12,588
W_00003,2024-01-24,4,1,3,0,600,Morning,8,592
W_00003,2024-01-25,5,5,6,4,600,Morning,20,580
W_00003,2024-01-26,0,1,4,2,600,Morning,7,593
W_00003,2024-01-29,3,5,4,6,600,Morning,18,582
W_00003,2024-01-30,3,5,1,5,600,Morning,14,586
W_00003,2024-01-31,5,6,5,1,600,Morning,17,583
W_00003,2024-02-01,2,2,0,6,600,Morning,10,590
W_00003,2024-02-02,2,2,6,1,600,Morning,11,589
W_00003,2024-02-05,5,3,5,0,600,Morning,13,587
W_00003,2024-02-06,3,1,2,0,600,Morning,6,594
W_00003,2024-02-07,4,2,0,6,600,Morning,12,588
W_00003,2024-02-08,0,4,6,0,600,Morning,10,590
W_00003,2024-02-09,2,1,3,4,600,Morning,10,590
W_00003,2024-02-12,1,5,3,3,600,Morning,12,588
W_00003,2024-02-13,0,2,5,1,600,Morning,8,592
W_00003,2024-02-14,6,1,2,1,600,Morning,10,590
W_00003,2024-02-15,3,5,1,5,600,Morning,14,586
W_00003,2024-02-16,4,5,2,0,600,Morning,11,589
W_00003,2024-02-19,6,5,0,1,600,Morning,12,588
W_00003,2024-02-20,2,2,2,6,600,Morning,12,588
W_00003,2024-02-21,3,1,4,2,600,Morning,10,590
W_00003,2024-02-22,6,6,1,4,600,Morning,17,583
W_00003,2024-02-23,5,3,4,0,600,Morning,12,588
W_00003,2024-02-26,4,5,2,1,600,Morning,12,588
W_00003,2024-02-27,4,3,2,4,600,Morning,13,587
W_00003,2024-02-28,0,0,2,0,600,Morning,2,598
W_00003,2024-02-29,4,3,1,3,600,Morning,11,589
W_00003,2024-03-01,6,4,0,1,600,Morning,11,589
W_00003,2024-03-04,5,0,3,4,600,Morning,12,588
W_00003,2024-03-05,6,3,2,6,600,Morning,17,583
W_00003,2024-03-06,1,1,4,0,600,Morning,6,594
W_00003,2024-03-07,6,3,2,4,600,Morning,15,585
W_00003,2024-03-08,3,0,6,4,600,Morning,13,587
W_00003,2024-03-11,0,1,1,5,600,Morning,7,593
W_00003,2024-03-12,6,2,2,5,600,Morning,15,585
W_00003,2024-03-13,1,1,6,0,600,Morning,8,592
W_00003,2024-03-14,3,1,5,5,600,Morning,14,586
W_00003,2024-03-15,2,5,6,3,600,Morning,16,584
W_00003,2024-03-18,4,4,2,4,600,Morning,14,586
W_00003,2024-03-19,4,2,5,1,600,Morning,12,588
W_00003,2024-03-20,3,4,1,3,600,Morning,11,589
W_00003,2024-03-21,5,2,2,4,600,Morning,13,587
W_00003,2024-03-22,2,0,6,5,600,Morning,13,587
W_00003,2024-03-25,0,1,1,1,600,Morning,3,597
W_00003,2024-03-26,2,1,2,3,600,Morning,8,592
W_00003,2024-03-27,0,5,3,3,600,Morning,11,589
W_00003,2024-03-28,4,5,1,3,600,Morning,13,587
W_00003,2024-03-29,3,2,4,0,600,Morning,9,591
W_00003,2024-04-01,5,1,6,5,600,Morning,17,583
W_00003,2024-04-02,4,5,6,1,600,Morning,16,584
W_00003,2024-04-03,6,0,1,3,600,Morning,10,590
W_00003,2024-04-04,0,0,2,0,600,Morning,2,598
W_00003,2024-04-05,4,6,6,5,600,Morning,21,579
W_00003,2024-04-08,1,3,0,6,600,Morning,10,590
W_00003,2024-04-09,3,3,5,6,600,Morning,17,583
W_00003,2024-04-10,0,3,6,4,600,Morning,13,587
W_00003,2024-04-11,0,2,2,6,600,Morning,10,590
W_00003,2024-04-12,5,1,6,1,600,Morning,13,587
W_00003,2024-04-15,0,6,6,6,600,Morning,18,582
W_00003,2024-04-16,6,0,3,6,600,Morning,15,585
W_00003,2024-04-17,6,1,6,6,600,Morning,19,581
W_00003,2024-04-18,1,3,2,0,600,Morning,6,594
W_00003,2024-04-19,0,2,2,6,600,Morning,10,590
W_00003,2024-04-22,0,5,6,2,600,Morning,13,587
W_00003,2024-04-23,1,3,4,1,600,Morning,9,591
W_00003,2024-04-24,5,5,3,1,600,Morning,14,586
W_00003,2024-04-25,1,4,1,4,600,Morning,10,590
W_00003,2024-04-26,3,5,4,5,600,Morning,17,583
W_00003,2024-04-29,5,4,1,1,600,Morning,11,589
W_00003,2024-04-30,1,0,5,5,600,Morning,11,589
W_00003,2024-05-01,3,3,6,3,600,Morning,15,585
W_00003,2024-05-02,2,4,4,4,600,Morning,14,586
W_00003,2024-05-03,5,0,2,0,600,Morning,7,593
W_00003,2024-05-06,6,2,1,4,600,Morning,13,587
W_00003,2024-05-07,2,1,0,3,600,Morning,6,594
W_00003,2024-05-08,5,0,4,5,600,Morning,14,586
W_00003,2024-05-09,2,2,5,3,600,Morning,12,588
W_00003,2024-05-10,4,2,1,5,600,Morning,12,588
W_00003,2024-05-13,6,6,1,1,600,Morning,14,586
W_00003,2024-05-14,5,5,2,4,600,Morning,16,584
W_00003,2024-05-15,0,1,2,0,600,Morning,3,597
W_00003,2024-05-16,5,2,6,0,600,Morning,13,587
W_00003,2024-05-17,3,1,0,4,600,Morning,8,592
W_00003,2024-05-20,1,1,3,4,600,Morning,9,591
W_00003,2024-05-21,1,2,6,0,600,Morning,9,591
W_00003,2024-05-22,2,6,4,5,600,Morning,17,583
W_00003,2024-05-23,1,2,2,5,600,Morning,10,590
W_00003,2024-05-24,0,4,6,2,600,Morning,12,588
W_00003,2024-05-27,3,2,2,4,600,Morning,11,589
W_00003,2024-05-28,1,0,6,2,600,Morning,9,591
W_00003,2024-05-29,2,5,5,4,600,Morning,16,584
W_00003,2024-05-30,3,0,6,1,600,Morning,10,590
W_00003,2024-05-31,5,0,3,0,600,Morning,8,592
W_00003,2024-06-03,2,5,1,0,600,Morning,8,592
W_00003,2024-06-04,4,6,0,1,600,Morning,11,589
W_00003,2024-06-05,1,6,0,2,600,Morning,9,591
W_00003,2024-06-06,4,2,4,6,600,Morning,16,584
W_00003,2024-06-07,1,6,4,2,600,Morning,13,587
W_00003,2024-06-10,1,1,6,3,600,Morning,11,589
W_00003,2024-06-11,1,2,2,5,600,Morning,10,590
W_00003,2024-06-12,0,2,2,3,600,Morning,7,593
W_00003,2024-06-13,4,3,0,4,600,Morning,11,589
W_00003,2024-06-14,2,5,2,2,600,Morning,11,589
W_00003,2024-06-17,3,1,0,3,600,Morning,7,593
W_00003,2024-06-18,4,4,0,6,600,Morning,14,586
W_00003,2024-06-19,3,6,4,2,600,Morning,15,585
W_00003,2024-06-20,5,3,2,1,600,Morning,11,589
W_00003,2024-06-21,5,2,1,5,600,Morning,13,587
W_00003,2024-06-24,6,1,1,4,600,Morning,12,588
W_00003,2024-06-25,2,6,4,4,600,Morning,16,584
W_00003,2024-06-26,0,5,2,5,600,Morning,12,588
W_00003,2024-06-27,5,4,5,4,600,Morning,18,582
W_00003,2024-06-28,6,0,3,5,600,Morning,14,586
W_00003,2024-07-01,1,2,5,5,600,Morning,13,587
W_00003,2024-07-02,2,0,0,5,600,Morning,7,593
W_00003,2024-07-03,2,5,3,1,600,Morning,11,589
W_00003,2024-07-04,2,6,0,2,600,Morning,10,590
W_00003,2024-07-05,1,4,3,0,600,Morning,8,592
W_00003,2024-07-08,5,2,3,0,600,Morning,10,590
W_00003,2024-07-09,6,6,6,0,600,Morning,18,582
W_00003,2024-07-10,6,1,0,0,600,Morning,7,593
W_00003,2024-07-11,3,6,3,3,600,Morning,15,585
W_00003,2024-07-12,4,5,6,6,600,Morning,21,579
W_00003,2024-07-15,3,2,1,1,600,Morning,7,593
W_00003,2024-07-16,4,6,0,1,600,Morning,11,589
W_00003,2024-07-17,1,6,2,6,600,Morning,15,585
W_00003,2024-07-18,5,4,3,2,600,Morning,14,586
W_00003,2024-07-19,0,5,3,0,600,Morning,8,592
W_00003,2024-07-22,5,1,5,6,600,Morning,17,583
W_00003,2024-07-23,1,6,4,6,600,Morning,17,583
W_00003,2024-07-24,1,4,1,3,600,Morning,9,591
W_00003,2024-07-25,1,2,3,4,600,Morning,10,590
W_00003,2024-07-26,4,0,3,6,600,Morning,13,587
W_00004,2024-01-01,1,4,6,3,600,Morning,14,586
W_00004,2024-01-02,2,1,3,2,600,Morning,8,592
W_00004,2024-01-03,6,5,5,2,600,Morning,18,582
W_00004,2024-01-04,6,5,0,3,600,Morning,14,586
W_00004,2024-01-05,4,4,3,4,600,Morning,15,585
W_00004,2024-01-08,3,6,5,0,600,Morning,14,586
W_00004,2024-01-09,4,4,3,1,600,Morning,12,588
W_00004,2024-01-10,3,3,5,2,600,Morning,13,587
W_00004,2024-01-11,5,2,2,6,600,Morning,15,585
W_00004,2024-01-12,5,1,2,3,600,Morning,11,589
W_00004,2024-01-15,4,5,2,0,600,Morning,11,589
W_00004,2024-01-16,3,1,0,1,600,Morning,5,595
W_00004,2024-01-17,5,5,3,2,600,Morning,15,585
