ID,Name,Joining Date,Age,Birth Date,Gender,Education,Average Working Hours,Skill Level,Defect Type,Defect Rate
72892,Erin Kidd,2021-03-25,21,2003-04-23,Female,Diploma,25.188966284400408,Beginner,Openseam,32.0920
72892,Erin Kidd,2021-03-25,21,2003-04-23,Female,Diploma,24.374204821391203,Beginner,SPI Errors,39.3687
72892,Erin Kidd,2021-03-25,21,2003-04-23,Female,Diploma,27.10995986752492,Beginner,Openseam,44.2704
72892,Erin Kidd,2021-03-25,21,2003-04-23,Female,Diploma,21.122899825185048,Beginner,SPI Errors,32.9601
55960,Richard Greene,2023-03-24,28,1996-04-24,Female,Diploma,26.62013105412646,Beginner,High Low,7.3362
55960,Richard Greene,2023-03-24,28,1996-04-24,Female,Diploma,27.645263369013918,Beginner,Runoff,34.2402
55960,Richard Greene,2023-03-24,28,1996-04-24,Female,Diploma,21.044184995799096,Beginner,Runoff,49.5623
55960,Richard Greene,2023-03-24,28,1996-04-24,Female,Diploma,29.198408941034806,Beginner,High Low,1.6974
55960,Richard Greene,2023-03-24,28,1996-04-24,Female,Diploma,27.976440058311034,Beginner,High Low,13.5721
85098,Marcus Lopez,2021-03-13,29,1995-04-25,Female,Diploma,45.266273752764164,Expert,High Low,36.4100
85098,Marcus Lopez,2021-03-13,29,1995-04-25,Female,Diploma,45.25405053250004,Expert,Openseam,30.3973
85098,Marcus Lopez,2021-03-13,29,1995-04-25,Female,Diploma,44.221760189570915,Expert,High Low,42.6874
85098,Marcus Lopez,2021-03-13,29,1995-04-25,Female,Diploma,40.37667209015133,Expert,Openseam,9.8886
85098,Marcus Lopez,2021-03-13,29,1995-04-25,Female,Diploma,49.16554527331895,Expert,Openseam,12.3297
36460,John Perry,2023-10-26,22,2002-04-23,Female,Diploma,41.60231082463098,Expert,Runoff,20.4477
36460,John Perry,2023-10-26,22,2002-04-23,Female,Diploma,48.204932505968586,Expert,Runoff,24.0435
36460,John Perry,2023-10-26,22,2002-04-23,Female,Diploma,40.597903114451846,Expert,Openseam,21.8848
36460,John Perry,2023-10-26,22,2002-04-23,Female,Diploma,43.51756892125017,Expert,Openseam,24.8994
36460,John Perry,2023-10-26,22,2002-04-23,Female,Diploma,43.897337946666774,Expert,Openseam,45.0031
59428,Eric Hines,2022-08-16,27,1997-04-24,Female,A/L,35.937042361659934,Intermediate,Runoff,32.2193
59428,Eric Hines,2022-08-16,27,1997-04-24,Female,A/L,38.427945410353935,Intermediate,Runoff,35.3014
59428,Eric Hines,2022-08-16,27,1997-04-24,Female,A/L,37.31770008821564,Intermediate,Openseam,24.8959
59428,Eric Hines,2022-08-16,27,1997-04-24,Female,A/L,36.886010138562355,Intermediate,Runoff,11.6679
59428,Eric Hines,2022-08-16,27,1997-04-24,Female,A/L,39.0348923330479,Intermediate,Openseam,38.2740
89360,George Williams,2020-07-08,24,2000-04-23,Female,Diploma,40.96512380619413,Expert,High Low,31.6669
89360,George Williams,2020-07-08,24,2000-04-23,Female,Diploma,49.04423970499698,Expert,Openseam,16.4574
89360,George Williams,2020-07-08,24,2000-04-23,Female,Diploma,40.75574944679375,Expert,Openseam,46.1049
89360,George Williams,2020-07-08,24,2000-04-23,Female,Diploma,46.0033839581805,Expert,Runoff,41.3447
89360,George Williams,2020-07-08,24,2000-04-23,Female,Diploma,49.215384424555545,Expert,High Low,30.5622
95299,Ryan Ramos,2021-03-27,20,2004-04-22,Female,A/L,41.90324426596488,Expert,High Low,21.3469
95299,Ryan Ramos,2021-03-27,20,2004-04-22,Female,A/L,47.388270822095556,Expert,Runoff,14.0706
95299,Ryan Ramos,2021-03-27,20,2004-04-22,Female,A/L,40.8194355547936,Expert,Runoff,13.5788
95299,Ryan Ramos,2021-03-27,20,2004-04-22,Female,A/L,42.07936273101466,Expert,Runoff,2.2684
95299,Ryan Ramos,2021-03-27,20,2004-04-22,Female,A/L,42.635349494339216,Expert,SPI Errors,7.8358
42365,Henry Mendez,2020-05-26,24,2000-04-23,Female,A/L,46.37127822014432,Expert,High Low,46.5729
42365,Henry Mendez,2020-05-26,24,2000-04-23,Female,A/L,48.82967242384733,Expert,Runoff,35.1815
42365,Henry Mendez,2020-05-26,24,2000-04-23,Female,A/L,46.003417391168824,Expert,Runoff,43.3939
42365,Henry Mendez,2020-05-26,24,2000-04-23,Female,A/L,49.560196621367076,Expert,High Low,17.4069
42365,Henry Mendez,2020-05-26,24,2000-04-23,Female,A/L,41.703423973005016,Expert,Openseam,9.1355
26215,Stephanie Bailey,2022-01-27,28,1996-04-24,Female,A/L,25.722226809500015,Beginner,SPI Errors,40.9476
26215,Stephanie Bailey,2022-01-27,28,1996-04-24,Female,A/L,28.190520318382465,Beginner,High Low,24.4839
26215,Stephanie Bailey,2022-01-27,28,1996-04-24,Female,A/L,23.387143733451076,Beginner,High Low,4.6182
26215,Stephanie Bailey,2022-01-27,28,1996-04-24,Female,A/L,24.620131853527415,Beginner,SPI Errors,18.7529
26215,Stephanie Bailey,2022-01-27,28,1996-04-24,Female,A/L,26.592488615579967,Beginner,SPI Errors,40.2710
39127,Jasmine Reed,2021-10-31,27,1997-04-24,Female,O/L,37.93504729374872,Intermediate,SPI Errors,23.9470
39127,Jasmine Reed,2021-10-31,27,1997-04-24,Female,O/L,31.978543002051715,Intermediate,Runoff,2.1130
39127,Jasmine Reed,2021-10-31,27,1997-04-24,Female,O/L,32.31945742172429,Intermediate,High Low,36.4088
39127,Jasmine Reed,2021-10-31,27,1997-04-24,Female,O/L,35.38563329824246,Intermediate,SPI Errors,47.7169
39127,Jasmine Reed,2021-10-31,27,1997-04-24,Female,O/L,36.116909500123874,Intermediate,SPI Errors,10.5347
81692,Amy Pena,2022-11-16,26,1998-04-24,Female,A/L,49.5548959149895,Expert,SPI Errors,28.7105
81692,Amy Pena,2022-11-16,26,1998-04-24,Female,A/L,47.24028667795344,Expert,SPI Errors,48.7927
81692,Amy Pena,2022-11-16,26,1998-04-24,Female,A/L,49.16983225980596,Expert,Runoff,12.9745
81692,Amy Pena,2022-11-16,26,1998-04-24,Female,A/L,49.94952285549998,Expert,Runoff,43.4955
81692,Amy Pena,2022-11-16,26,1998-04-24,Female,A/L,48.50895444745237,Expert,Openseam,43.5357
99257,James King,2023-08-02,22,2002-04-23,Female,Diploma,35.75038378478791,Intermediate,Runoff,41.3260
99257,James King,2023-08-02,22,2002-04-23,Female,Diploma,30.718954538713177,Intermediate,Runoff,48.2309
99257,James King,2023-08-02,22,2002-04-23,Female,Diploma,37.29987776356236,Intermediate,High Low,25.4139
99257,James King,2023-08-02,22,2002-04-23,Female,Diploma,33.06138519944693,Intermediate,SPI Errors,33.2449
99257,James King,2023-08-02,22,2002-04-23,Female,Diploma,30.233572334229095,Intermediate,High Low,5.9180
69138,Jamie Snow,2022-07-03,29,1995-04-25,Female,A/L,29.416624901036766,Beginner,High Low,8.2792
69138,Jamie Snow,2022-07-03,29,1995-04-25,Female,A/L,22.336523891766998,Beginner,Runoff,16.1782
69138,Jamie Snow,2022-07-03,29,1995-04-25,Female,A/L,29.865033689644257,Beginner,High Low,32.7704
69138,Jamie Snow,2022-07-03,29,1995-04-25,Female,A/L,22.668960048284234,Beginner,Runoff,3.0119
69138,Jamie Snow,2022-07-03,29,1995-04-25,Female,A/L,24.192690006228066,Beginner,Runoff,40.0196
93891,David Adams,2020-04-11,29,1995-04-25,Female,O/L,21.15134751120563,Beginner,SPI Errors,46.5216
93891,David Adams,2020-04-11,29,1995-04-25,Female,O/L,20.468110125961708,Beginner,High Low,30.9594
93891,David Adams,2020-04-11,29,1995-04-25,Female,O/L,29.188360311173888,Beginner,SPI Errors,37.4148
93891,David Adams,2020-04-11,29,1995-04-25,Female,O/L,24.12998759947943,Beginner,High Low,31.8482
93891,David Adams,2020-04-11,29,1995-04-25,Female,O/L,28.769039634589003,Beginner,SPI Errors,12.4621
85429,Jack Wilson,2020-02-14,24,2000-04-23,Female,Diploma,47.10253208477535,Expert,Runoff,13.7026
85429,Jack Wilson,2020-02-14,24,2000-04-23,Female,Diploma,49.22709553068518,Expert,Openseam,3.2120
85429,Jack Wilson,2020-02-14,24,2000-04-23,Female,Diploma,47.97430752031745,Expert,Runoff,27.8013
85429,Jack Wilson,2020-02-14,24,2000-04-23,Female,Diploma,41.83357595342033,Expert,High Low,18.1777
85429,Jack Wilson,2020-02-14,24,2000-04-23,Female,Diploma,44.78031709666971,Expert,Runoff,27.1300
30862,Amy Jones,2023-11-03,23,2001-04-23,Female,A/L,29.406082774747297,Beginner,High Low,25.7948
30862,Amy Jones,2023-11-03,23,2001-04-23,Female,A/L,23.918528765449622,Beginner,SPI Errors,5.3958
30862,Amy Jones,2023-11-03,23,2001-04-23,Female,A/L,27.28968655512307,Beginner,High Low,30.9536
30862,Amy Jones,2023-11-03,23,2001-04-23,Female,A/L,25.852140594484787,Beginner,SPI Errors,8.7744
30862,Amy Jones,2023-11-03,23,2001-04-23,Female,A/L,29.524175399164672,Beginner,SPI Errors,26.6145
98441,Charles Martin,2020-09-13,29,1995-04-25,Female,Diploma,35.6855593523715,Intermediate,Openseam,5.3232
98441,Charles Martin,2020-09-13,29,1995-04-25,Female,Diploma,37.52317324803348,Intermediate,SPI Errors,36.3913
98441,Charles Martin,2020-09-13,29,1995-04-25,Female,Diploma,37.86457864922122,Intermediate,SPI Errors,33.0064
98441,Charles Martin,2020-09-13,29,1995-04-25,Female,Diploma,31.42426375998469,Intermediate,Runoff,25.2520
98441,Charles Martin,2020-09-13,29,1995-04-25,Female,Diploma,33.15968255798466,Intermediate,Runoff,28.5412
91599,Robert Mitchell,2023-12-20,20,2004-04-22,Female,Diploma,47.18818830602588,Expert,Runoff,44.3837
91599,Robert Mitchell,2023-12-20,20,2004-04-22,Female,Diploma,45.567694619341225,Expert,SPI Errors,49.7315
91599,Robert Mitchell,2023-12-20,20,2004-04-22,Female,Diploma,42.509473990098996,Expert,Runoff,19.6718
91599,Robert Mitchell,2023-12-20,20,2004-04-22,Female,Diploma,40.07796855542572,Expert,Runoff,8.8287
91599,Robert Mitchell,2023-12-20,20,2004-04-22,Female,Diploma,41.84423093619313,Expert,High Low,47.8230
32557,Joseph Ramirez,2023-03-30,21,2003-04-23,Female,A/L,40.24695954395382,Expert,Runoff,0.2405
32557,Joseph Ramirez,2023-03-30,21,2003-04-23,Female,A/L,43.298170702171994,Expert,High Low,26.6645
32557,Joseph Ramirez,2023-03-30,21,2003-04-23,Female,A/L,42.85310015025807,Expert,Runoff,42.5145
32557,Joseph Ramirez,2023-03-30,21,2003-04-23,Female,A/L,49.58687285274284,Expert,Openseam,10.6698
32557,Joseph Ramirez,2023-03-30,21,2003-04-23,Female,A/L,48.402134393030906,Expert,Openseam,41.8350
36685,Shannon Martinez,2023-09-19,21,2003-04-23,Female,Diploma,47.438877744544264,Expert,Openseam,0.7753
36685,Shannon Martinez,2023-09-19,21,2003-04-23,Female,Diploma,48.49552273990302,Expert,Runoff,10.6117
36685,Shannon Martinez,2023-09-19,21,2003-04-23,Female,Diploma,43.570084253938425,Expert,Openseam,15.3952
36685,Shannon Martinez,2023-09-19,21,2003-04-23,Female,Diploma,42.86804868420219,Expert,Runoff,26.2962
36685,Shannon Martinez,2023-09-19,21,2003-04-23,Female,Diploma,43.92710731029932,Expert,Openseam,18.2219
50528,Rebecca Ferguson,2021-05-29,27,1997-04-24,Female,O/L,28.53887710851293,Beginner,SPI Errors,1.5110
50528,Rebecca Ferguson,2021-05-29,27,1997-04-24,Female,O/L,22.256146891584184,Beginner,SPI Errors,32.0900
50528,Rebecca Ferguson,2021-05-29,27,1997-04-24,Female,O/L,25.47780789107574,Beginner,SPI Errors,49.7315
50528,Rebecca Ferguson,2021-05-29,27,1997-04-24,Female,O/L,21.554554536954207,Beginner,High Low,12.9124
50528,Rebecca Ferguson,2021-05-29,27,1997-04-24,Female,O/L,24.10571026294788,Beginner,High Low,47.0619
86112,Emily Barnett,2023-02-19,24,2000-04-23,Female,A/L,33.17665440439029,Intermediate,Openseam,46.2107
86112,Emily Barnett,2023-02-19,24,2000-04-23,Female,A/L,31.813559756902364,Intermediate,Openseam,4.3496
86112,Emily Barnett,2023-02-19,24,2000-04-23,Female,A/L,35.13878371200784,Intermediate,Runoff,6.4388
86112,Emily Barnett,2023-02-19,24,2000-04-23,Female,A/L,35.3096174111496,Intermediate,Openseam,13.6726
86112,Emily Barnett,2023-02-19,24,2000-04-23,Female,A/L,39.1598844033453,Intermediate,High Low,12.3756
55343,Michael Perez,2020-11-06,29,1995-04-25,Female,A/L,26.357699863309712,Beginner,SPI Errors,14.7440
55343,Michael Perez,2020-11-06,29,1995-04-25,Female,A/L,21.18151988694859,Beginner,Runoff,21.2966
55343,Michael Perez,2020-11-06,29,1995-04-25,Female,A/L,20.269768381544242,Beginner,SPI Errors,39.9376
55343,Michael Perez,2020-11-06,29,1995-04-25,Female,A/L,26.771788358934536,Beginner,Runoff,16.1047
55343,Michael Perez,2020-11-06,29,1995-04-25,Female,A/L,21.22056394503744,Beginner,SPI Errors,39.9261
72201,Brittany Warner,2020-07-11,23,2001-04-23,Female,Diploma,37.08447105244875,Intermediate,High Low,27.2567
72201,Brittany Warner,2020-07-11,23,2001-04-23,Female,Diploma,30.498153366130694,Intermediate,SPI Errors,4.5550
72201,Brittany Warner,2020-07-11,23,2001-04-23,Female,Diploma,36.53365538548706,Intermediate,Runoff,28.7338
72201,Brittany Warner,2020-07-11,23,2001-04-23,Female,Diploma,38.1965604831822,Intermediate,SPI Errors,46.3160
72201,Brittany Warner,2020-07-11,23,2001-04-23,Female,Diploma,33.35046130147489,Intermediate,Runoff,26.2931
88776,Wayne Schneider,2020-10-31,20,2004-04-22,Female,Diploma,30.21072768334943,Intermediate,High Low,25.9472
88776,Wayne Schneider,2020-10-31,20,2004-04-22,Female,Diploma,33.55808869775122,Intermediate,High Low,13.9399
88776,Wayne Schneider,2020-10-31,20,2004-04-22,Female,Diploma,35.16023421504144,Intermediate,High Low,16.4574
88776,Wayne Schneider,2020-10-31,20,2004-04-22,Female,Diploma,31.466423176482582,Intermediate,Runoff,8.9432
88776,Wayne Schneider,2020-10-31,20,2004-04-22,Female,Diploma,34.33989510103673,Intermediate,Runoff,31.3117
20380,Dustin Tate DVM,2023-05-08,26,1998-04-24,Female,A/L,36.06926987399507,Intermediate,Runoff,40.2698
20380,Dustin Tate DVM,2023-05-08,26,1998-04-24,Female,A/L,37.84461339747146,Intermediate,SPI Errors,28.4951
20380,Dustin Tate DVM,2023-05-08,26,1998-04-24,Female,A/L,31.22468629624822,Intermediate,SPI Errors,33.2586
20380,Dustin Tate DVM,2023-05-08,26,1998-04-24,Female,A/L,33.57256085935596,Intermediate,Openseam,18.2071
20380,Dustin Tate DVM,2023-05-08,26,1998-04-24,Female,A/L,36.4541348772672,Intermediate,SPI Errors,46.0501
36416,Katrina Wells,2020-11-17,24,2000-04-23,Female,A/L,42.89308284642402,Expert,Openseam,19.1554
36416,Katrina Wells,2020-11-17,24,2000-04-23,Female,A/L,47.150581616518465,Expert,High Low,42.4866
36416,Katrina Wells,2020-11-17,24,2000-04-23,Female,A/L,44.53906307116191,Expert,High Low,37.7733
36416,Katrina Wells,2020-11-17,24,2000-04-23,Female,A/L,42.326726474309915,Expert,Openseam,33.5825
36416,Katrina Wells,2020-11-17,24,2000-04-23,Female,A/L,47.59517867367167,Expert,SPI Errors,35.3449
27335,Eric Clarke,2020-04-18,23,2001-04-23,Female,A/L,25.485060741240094,Beginner,Openseam,16.8881
27335,Eric Clarke,2020-04-18,23,2001-04-23,Female,A/L,23.475121261871283,Beginner,Openseam,11.5574
27335,Eric Clarke,2020-04-18,23,2001-04-23,Female,A/L,28.649482846609683,Beginner,Openseam,5.3656
27335,Eric Clarke,2020-04-18,23,2001-04-23,Female,A/L,24.032073010155067,Beginner,Openseam,22.8274
27335,Eric Clarke,2020-04-18,23,2001-04-23,Female,A/L,25.133296749779518,Beginner,High Low,28.5608
66890,Aaron Martin,2023-05-17,30,1994-04-25,Female,A/L,42.55439634548206,Expert,Openseam,30.7908
66890,Aaron Martin,2023-05-17,30,1994-04-25,Female,A/L,40.44261251475005,Expert,High Low,24.5490
66890,Aaron Martin,2023-05-17,30,1994-04-25,Female,A/L,48.03401233622961,Expert,High Low,23.6947
66890,Aaron Martin,2023-05-17,30,1994-04-25,Female,A/L,49.18215642170866,Expert,Openseam,19.0362
66890,Aaron Martin,2023-05-17,30,1994-04-25,Female,A/L,45.54856792973734,Expert,Runoff,36.8074
49980,Kathleen Alexander,2022-02-18,22,2002-04-23,Female,A/L,34.05450731139474,Intermediate,Runoff,18.6964
49980,Kathleen Alexander,2022-02-18,22,2002-04-23,Female,A/L,33.717721401632325,Intermediate,Runoff,47.4613
49980,Kathleen Alexander,2022-02-18,22,2002-04-23,Female,A/L,38.20046964151183,Intermediate,Runoff,16.5652
49980,Kathleen Alexander,2022-02-18,22,2002-04-23,Female,A/L,33.29359660474548,Intermediate,Openseam,42.2268
49980,Kathleen Alexander,2022-02-18,22,2002-04-23,Female,A/L,33.31898566946676,Intermediate,Openseam,31.1946
93933,Scott Johnston,2023-02-16,22,2002-04-23,Female,O/L,37.213044883907635,Intermediate,High Low,32.5519
93933,Scott Johnston,2023-02-16,22,2002-04-23,Female,O/L,32.59676580547356,Intermediate,SPI Errors,16.6666
93933,Scott Johnston,2023-02-16,22,2002-04-23,Female,O/L,33.45776432804842,Intermediate,Runoff,27.3309
93933,Scott Johnston,2023-02-16,22,2002-04-23,Female,O/L,37.13497936776396,Intermediate,High Low,8.3181
93933,Scott Johnston,2023-02-16,22,2002-04-23,Female,O/L,35.31706587370569,Intermediate,Runoff,45.2477
63648,Marcus Holland,2024-02-12,30,1994-04-25,Female,O/L,44.159509803283775,Expert,High Low,21.9556
63648,Marcus Holland,2024-02-12,30,1994-04-25,Female,O/L,43.692847014159696,Expert,High Low,23.5111
63648,Marcus Holland,2024-02-12,30,1994-04-25,Female,O/L,46.69793925305004,Expert,High Low,4.2734
63648,Marcus Holland,2024-02-12,30,1994-04-25,Female,O/L,45.865038279685386,Expert,Runoff,8.8746
63648,Marcus Holland,2024-02-12,30,1994-04-25,Female,O/L,41.20932091383864,Expert,High Low,25.4139
50918,Bonnie Underwood,2021-06-23,26,1998-04-24,Female,A/L,39.760856891356454,Intermediate,Runoff,45.0698
50918,Bonnie Underwood,2021-06-23,26,1998-04-24,Female,A/L,32.305241163567565,Intermediate,Openseam,0.0165
50918,Bonnie Underwood,2021-06-23,26,1998-04-24,Female,A/L,31.62275660741753,Intermediate,Openseam,10.4903
50918,Bonnie Underwood,2021-06-23,26,1998-04-24,Female,A/L,38.318482844759245,Intermediate,Openseam,46.5216
50918,Bonnie Underwood,2021-06-23,26,1998-04-24,Female,A/L,35.48322008411338,Intermediate,Openseam,14.6668
39164,Julie Hughes,2020-11-07,29,1995-04-25,Female,O/L,37.87561195265526,Intermediate,SPI Errors,27.6508
39164,Julie Hughes,2020-11-07,29,1995-04-25,Female,O/L,38.40265859674011,Intermediate,Openseam,48.6379
39164,Julie Hughes,2020-11-07,29,1995-04-25,Female,O/L,33.08488133358082,Intermediate,Runoff,44.0901
39164,Julie Hughes,2020-11-07,29,1995-04-25,Female,O/L,36.67951785935784,Intermediate,SPI Errors,41.5846
39164,Julie Hughes,2020-11-07,29,1995-04-25,Female,O/L,38.2775857300986,Intermediate,Openseam,22.2081
34514,Susan Howell,2022-08-24,25,1999-04-24,Female,A/L,32.557050895446125,Intermediate,High Low,34.7015
34514,Susan Howell,2022-08-24,25,1999-04-24,Female,A/L,31.706071344394974,Intermediate,Openseam,0.2784
34514,Susan Howell,2022-08-24,25,1999-04-24,Female,A/L,38.57835581992608,Intermediate,High Low,4.1751
34514,Susan Howell,2022-08-24,25,1999-04-24,Female,A/L,33.601087328330124,Intermediate,High Low,35.8223
34514,Susan Howell,2022-08-24,25,1999-04-24,Female,A/L,37.98654086704228,Intermediate,Openseam,27.2028
26095,Lindsay Bailey,2022-05-08,20,2004-04-22,Female,O/L,43.37775591466039,Expert,High Low,42.2974
26095,Lindsay Bailey,2022-05-08,20,2004-04-22,Female,O/L,42.86090405152756,Expert,SPI Errors,16.5893
26095,Lindsay Bailey,2022-05-08,20,2004-04-22,Female,O/L,46.58975732480722,Expert,SPI Errors,49.7570
26095,Lindsay Bailey,2022-05-08,20,2004-04-22,Female,O/L,44.42048112525522,Expert,SPI Errors,4.8222
26095,Lindsay Bailey,2022-05-08,20,2004-04-22,Female,O/L,46.64175148194971,Expert,Runoff,36.0454
54802,Russell Douglas,2022-04-24,23,2001-04-23,Female,A/L,35.93750332284332,Intermediate,Runoff,15.7394
54802,Russell Douglas,2022-04-24,23,2001-04-23,Female,A/L,37.361957563702916,Intermediate,SPI Errors,28.8599
54802,Russell Douglas,2022-04-24,23,2001-04-23,Female,A/L,32.50661570535341,Intermediate,SPI Errors,24.4752
54802,Russell Douglas,2022-04-24,23,2001-04-23,Female,A/L,34.6565593054484,Intermediate,High Low,25.5972
54802,Russell Douglas,2022-04-24,23,2001-04-23,Female,A/L,32.506691376091126,Intermediate,Runoff,20.6461
83881,Kathleen Bush,2024-03-19,25,1999-04-24,Female,A/L,27.16694902352474,Beginner,Openseam,2.1233
83881,Kathleen Bush,2024-03-19,25,1999-04-24,Female,A/L,22.671323526939663,Beginner,High Low,34.3713
83881,Kathleen Bush,2024-03-19,25,1999-04-24,Female,A/L,25.725800257920945,Beginner,Openseam,25.1888
83881,Kathleen Bush,2024-03-19,25,1999-04-24,Female,A/L,24.741974164105876,Beginner,Openseam,40.2508
83881,Kathleen Bush,2024-03-19,25,1999-04-24,Female,A/L,27.593698730492164,Beginner,High Low,30.7919
