ID,Name,Joining Date,Age,Birth Date,Gender,Education,Average Working Hours,Skill Level,Defect Type,Defect Rate
14588,Melissa Harris,2020-09-18,26,1998-04-24,Female,Diploma,42.40471831650775,Expert,Runoff,0.5678898804351756
14588,Melissa Harris,2020-09-18,26,1998-04-24,Female,Diploma,41.436578512141296,Expert,Openseam,0.852901486893529
14588,Melissa Harris,2020-09-18,26,1998-04-24,Female,Diploma,42.41647224686148,Expert,Openseam,0.9392180902593946
14588,Melissa Harris,2020-09-18,26,1998-04-24,Female,Diploma,44.82070767382007,Expert,High Low,0.1324604051656998
84728,Brenda Strong,2022-06-22,29,1995-04-25,Female,O/L,29.811127202297907,Beginner,High Low,0.6946211816576215
84728,Brenda Strong,2022-06-22,29,1995-04-25,Female,O/L,25.77447119117793,Beginner,High Low,0.15699257594524552
84728,Brenda Strong,2022-06-22,29,1995-04-25,Female,O/L,29.99254083926177,Beginner,Runoff,0.3813220725517614
84728,Brenda Strong,2022-06-22,29,1995-04-25,Female,O/L,21.0877664642595,Beginner,High Low,0.6048978359350704
84728,Brenda Strong,2022-06-22,29,1995-04-25,Female,O/L,20.459811657327347,Beginner,High Low,0.514357510000256
53061,Thomas Ross,2021-01-07,26,1998-04-24,Female,O/L,21.439068547391773,Beginner,High Low,0.2962284153788137
53061,Thomas Ross,2021-01-07,26,1998-04-24,Female,O/L,28.070988162557313,Beginner,Runoff,0.08265208554556458
53061,Thomas Ross,2021-01-07,26,1998-04-24,Female,O/L,20.18593424398449,Beginner,Runoff,0.960645357078445
53061,Thomas Ross,2021-01-07,26,1998-04-24,Female,O/L,22.06471490124664,Beginner,Runoff,0.3874616450191337
53061,Thomas Ross,2021-01-07,26,1998-04-24,Female,O/L,20.594676221260844,Beginner,Runoff,0.9488003967000439
79337,Richard Flores,2021-04-23,27,1997-04-24,Female,A/L,48.53777614226492,Expert,Runoff,0.3086281704408319
79337,Richard Flores,2021-04-23,27,1997-04-24,Female,A/L,41.284886784954764,Expert,Runoff,0.581640432914002
79337,Richard Flores,2021-04-23,27,1997-04-24,Female,A/L,45.941974190483016,Expert,High Low,0.9248023953602627
79337,Richard Flores,2021-04-23,27,1997-04-24,Female,A/L,48.81558391084739,Expert,Openseam,0.6675084979220063
79337,Richard Flores,2021-04-23,27,1997-04-24,Female,A/L,44.19669012351845,Expert,SPI Errors,0.6210517353365398
69854,Stephanie Chan,2022-09-05,23,2001-04-23,Female,A/L,39.92509994105605,Intermediate,High Low,0.963119957936441
69854,Stephanie Chan,2022-09-05,23,2001-04-23,Female,A/L,34.97330935160333,Intermediate,High Low,0.561469434551826
69854,Stephanie Chan,2022-09-05,23,2001-04-23,Female,A/L,34.622760221339036,Intermediate,High Low,0.4798168267508949
69854,Stephanie Chan,2022-09-05,23,2001-04-23,Female,A/L,32.13290555542397,Intermediate,High Low,0.3423985417957508
69854,Stephanie Chan,2022-09-05,23,2001-04-23,Female,A/L,38.90829963555181,Intermediate,Runoff,0.11237506643317241
48602,Laurie Rivera,2022-10-13,27,1997-04-24,Female,A/L,35.73590238758993,Intermediate,Runoff,0.06907334436321
48602,Laurie Rivera,2022-10-13,27,1997-04-24,Female,A/L,33.460528079868475,Intermediate,Runoff,0.8848760492862884
48602,Laurie Rivera,2022-10-13,27,1997-04-24,Female,A/L,37.53702316977193,Intermediate,Runoff,0.6612427091759251
48602,Laurie Rivera,2022-10-13,27,1997-04-24,Female,A/L,38.45843558711043,Intermediate,High Low,0.11157636244826319
48602,Laurie Rivera,2022-10-13,27,1997-04-24,Female,A/L,32.610919111342874,Intermediate,Openseam,0.7429320449654144
28282,Rita Pruitt,2023-04-26,23,2001-04-23,Female,A/L,21.392902691093223,Beginner,High Low,0.45394036549087524
28282,Rita Pruitt,2023-04-26,23,2001-04-23,Female,A/L,20.136538517985873,Beginner,Runoff,0.9328829022540592
28282,Rita Pruitt,2023-04-26,23,2001-04-23,Female,A/L,24.97494034346534,Beginner,High Low,0.941715422442527
28282,Rita Pruitt,2023-04-26,23,2001-04-23,Female,A/L,21.242185253535535,Beginner,Runoff,0.35712828125365415
28282,Rita Pruitt,2023-04-26,23,2001-04-23,Female,A/L,27.308512478553116,Beginner,High Low,0.8003812709801399
13319,Brian Fritz,2020-03-04,21,2003-04-23,Female,O/L,30.086589867346234,Intermediate,Openseam,0.8814875496005488
13319,Brian Fritz,2020-03-04,21,2003-04-23,Female,O/L,32.40146658597473,Intermediate,Openseam,0.5911043443880646
13319,Brian Fritz,2020-03-04,21,2003-04-23,Female,O/L,33.384837439594634,Intermediate,SPI Errors,0.5265153325432862
13319,Brian Fritz,2020-03-04,21,2003-04-23,Female,O/L,39.189048763323896,Intermediate,High Low,0.45490292817927647
13319,Brian Fritz,2020-03-04,21,2003-04-23,Female,O/L,30.55720430197588,Intermediate,High Low,0.34463780763214724
14538,Brett Clark,2023-07-26,27,1997-04-24,Female,O/L,29.915033490757402,Beginner,Runoff,0.8619621952864388
14538,Brett Clark,2023-07-26,27,1997-04-24,Female,O/L,28.677732066045508,Beginner,High Low,0.7139730810708983
14538,Brett Clark,2023-07-26,27,1997-04-24,Female,O/L,23.285238793063357,Beginner,High Low,0.7986729885447102
14538,Brett Clark,2023-07-26,27,1997-04-24,Female,O/L,28.05345716871576,Beginner,Runoff,0.5570241144184849
14538,Brett Clark,2023-07-26,27,1997-04-24,Female,O/L,23.887727997396336,Beginner,High Low,0.36499331488378006
82788,Kevin Jackson,2021-01-12,29,1995-04-25,Female,A/L,28.739339610357582,Beginner,Openseam,0.2886857489929171
82788,Kevin Jackson,2021-01-12,29,1995-04-25,Female,A/L,24.101070380031334,Beginner,Openseam,0.9802571192345761
82788,Kevin Jackson,2021-01-12,29,1995-04-25,Female,A/L,27.59948686840687,Beginner,Runoff,0.6869497089595042
82788,Kevin Jackson,2021-01-12,29,1995-04-25,Female,A/L,26.64052793103322,Beginner,Openseam,0.982752551648789
82788,Kevin Jackson,2021-01-12,29,1995-04-25,Female,A/L,29.973234688612187,Beginner,Openseam,0.5530047730005099
59870,Jessica Smith,2021-07-11,24,2000-04-23,Female,Diploma,49.58442199124498,Expert,Runoff,0.46224468242164984
59870,Jessica Smith,2021-07-11,24,2000-04-23,Female,Diploma,43.16138561301377,Expert,Openseam,0.3057938563804212
59870,Jessica Smith,2021-07-11,24,2000-04-23,Female,Diploma,45.412054947943126,Expert,Openseam,0.5844929573093076
59870,Jessica Smith,2021-07-11,24,2000-04-23,Female,Diploma,45.89966067341947,Expert,Runoff,0.809985446369883
59870,Jessica Smith,2021-07-11,24,2000-04-23,Female,Diploma,48.0042555997857,Expert,Runoff,0.006111382340879934
38118,Jesse Welch,2020-11-18,26,1998-04-24,Female,A/L,48.31239924452335,Expert,Openseam,0.9133563552835974
38118,Jesse Welch,2020-11-18,26,1998-04-24,Female,A/L,47.09723603014837,Expert,Openseam,0.2746035762288379
38118,Jesse Welch,2020-11-18,26,1998-04-24,Female,A/L,42.763362051789294,Expert,Runoff,0.7461568406508293
38118,Jesse Welch,2020-11-18,26,1998-04-24,Female,A/L,43.21635728689336,Expert,SPI Errors,0.5053709151582205
38118,Jesse Welch,2020-11-18,26,1998-04-24,Female,A/L,45.73871935178997,Expert,Openseam,0.9380195195806484
32320,Michael Parker,2022-06-12,26,1998-04-24,Female,A/L,29.01657607555483,Beginner,High Low,0.34290919766924566
32320,Michael Parker,2022-06-12,26,1998-04-24,Female,A/L,24.8164570390135,Beginner,High Low,0.7109064968610275
32320,Michael Parker,2022-06-12,26,1998-04-24,Female,A/L,27.911976392970068,Beginner,SPI Errors,0.10953063816445563
32320,Michael Parker,2022-06-12,26,1998-04-24,Female,A/L,26.340429092558356,Beginner,SPI Errors,0.4192296780515975
32320,Michael Parker,2022-06-12,26,1998-04-24,Female,A/L,22.190762310558995,Beginner,High Low,0.7140309010116426
10406,Kevin Hammond,2021-07-30,25,1999-04-24,Female,A/L,23.8949552911153,Beginner,SPI Errors,0.38995211945741826
10406,Kevin Hammond,2021-07-30,25,1999-04-24,Female,A/L,29.45164938907987,Beginner,SPI Errors,0.6334925693732592
10406,Kevin Hammond,2021-07-30,25,1999-04-24,Female,A/L,25.0499603105492,Beginner,High Low,0.04083640947049583
10406,Kevin Hammond,2021-07-30,25,1999-04-24,Female,A/L,29.322333288221675,Beginner,SPI Errors,0.7272044810272598
10406,Kevin Hammond,2021-07-30,25,1999-04-24,Female,A/L,24.780575487274707,Beginner,SPI Errors,0.7604867560792367
83191,Andrea Green,2022-04-29,28,1996-04-24,Female,Diploma,33.51176549794583,Intermediate,Runoff,0.04640023530352089
83191,Andrea Green,2022-04-29,28,1996-04-24,Female,Diploma,30.80713455919529,Intermediate,Openseam,0.6977368986012368
83191,Andrea Green,2022-04-29,28,1996-04-24,Female,Diploma,30.86315770055327,Intermediate,SPI Errors,0.3610943613369426
83191,Andrea Green,2022-04-29,28,1996-04-24,Female,Diploma,38.90545130587405,Intermediate,SPI Errors,0.13430487208915853
83191,Andrea Green,2022-04-29,28,1996-04-24,Female,Diploma,34.24273972220041,Intermediate,SPI Errors,0.4564082342829574
85723,David Williams,2024-01-23,22,2002-04-23,Female,A/L,36.919564686267165,Intermediate,High Low,0.38364844353780114
85723,David Williams,2024-01-23,22,2002-04-23,Female,A/L,31.597514757906506,Intermediate,High Low,0.5570421000394266
85723,David Williams,2024-01-23,22,2002-04-23,Female,A/L,36.81257116500055,Intermediate,Runoff,0.26192307123015424
85723,David Williams,2024-01-23,22,2002-04-23,Female,A/L,36.12556865072575,Intermediate,Openseam,0.656784437675328
85723,David Williams,2024-01-23,22,2002-04-23,Female,A/L,38.979215541298885,Intermediate,High Low,0.7723459426567256
21159,Johnny Meyers,2023-01-03,30,1994-04-25,Female,O/L,34.92016267765847,Intermediate,SPI Errors,0.06523577734997599
21159,Johnny Meyers,2023-01-03,30,1994-04-25,Female,O/L,39.276991693591825,Intermediate,SPI Errors,0.7692638273638432
21159,Johnny Meyers,2023-01-03,30,1994-04-25,Female,O/L,38.85754827583596,Intermediate,SPI Errors,0.1081044894634342
21159,Johnny Meyers,2023-01-03,30,1994-04-25,Female,O/L,38.048207146706545,Intermediate,High Low,0.041856066096087274
21159,Johnny Meyers,2023-01-03,30,1994-04-25,Female,O/L,32.368959109439196,Intermediate,High Low,0.9198690229966114
65180,Steven Wade,2020-05-11,28,1996-04-24,Female,O/L,32.94747935708919,Intermediate,Openseam,0.003936276809145323
65180,Steven Wade,2020-05-11,28,1996-04-24,Female,O/L,36.60861404046319,Intermediate,High Low,0.07898692880128289
65180,Steven Wade,2020-05-11,28,1996-04-24,Female,O/L,34.06959910241197,Intermediate,Runoff,0.2691577198555922
65180,Steven Wade,2020-05-11,28,1996-04-24,Female,O/L,39.41375647726816,Intermediate,Openseam,0.7241655674205891
65180,Steven Wade,2020-05-11,28,1996-04-24,Female,O/L,36.589884379586245,Intermediate,Runoff,0.5248376522384208
75887,Rachel Woods,2023-03-20,30,1994-04-25,Female,Diploma,43.91299563761967,Expert,High Low,0.49096633159071545
75887,Rachel Woods,2023-03-20,30,1994-04-25,Female,Diploma,47.93943585043119,Expert,Openseam,0.19894074542550833
75887,Rachel Woods,2023-03-20,30,1994-04-25,Female,Diploma,40.46496423055972,Expert,SPI Errors,0.2667551189449773
75887,Rachel Woods,2023-03-20,30,1994-04-25,Female,Diploma,49.484310401601135,Expert,High Low,0.9767821551273616
75887,Rachel Woods,2023-03-20,30,1994-04-25,Female,Diploma,42.43533598277572,Expert,Openseam,0.36136898582928056
45733,Deborah Harper,2021-05-05,23,2001-04-23,Female,Diploma,31.939978048360786,Intermediate,SPI Errors,0.6654086380481067
45733,Deborah Harper,2021-05-05,23,2001-04-23,Female,Diploma,32.13818991986239,Intermediate,Openseam,0.40411377759121647
45733,Deborah Harper,2021-05-05,23,2001-04-23,Female,Diploma,36.19232241777014,Intermediate,High Low,0.6467381994876804
45733,Deborah Harper,2021-05-05,23,2001-04-23,Female,Diploma,32.641442425396065,Intermediate,Openseam,0.3269183302480725
45733,Deborah Harper,2021-05-05,23,2001-04-23,Female,Diploma,33.680839323140674,Intermediate,SPI Errors,0.46093527263391443
76151,Michelle Williamson,2021-10-12,22,2002-04-23,Female,A/L,24.53150552373456,Beginner,Runoff,0.7753696359578757
76151,Michelle Williamson,2021-10-12,22,2002-04-23,Female,A/L,28.989386397529657,Beginner,High Low,0.6946211816576215
76151,Michelle Williamson,2021-10-12,22,2002-04-23,Female,A/L,23.88345172573782,Beginner,Runoff,0.6794024317901826
76151,Michelle Williamson,2021-10-12,22,2002-04-23,Female,A/L,20.32188306259238,Beginner,Runoff,0.5613437921595734
76151,Michelle Williamson,2021-10-12,22,2002-04-23,Female,A/L,25.614216785379057,Beginner,High Low,0.49145910416745253
18256,Brian Avila,2021-07-10,23,2001-04-23,Female,O/L,27.073687700221868,Beginner,High Low,0.6279945324350616
18256,Brian Avila,2021-07-10,23,2001-04-23,Female,O/L,28.11228393356606,Beginner,Openseam,0.24192644998469415
18256,Brian Avila,2021-07-10,23,2001-04-23,Female,O/L,29.891242318510635,Beginner,High Low,0.2392188786557674
18256,Brian Avila,2021-07-10,23,2001-04-23,Female,O/L,28.679993998814663,Beginner,High Low,0.06688385981921074
18256,Brian Avila,2021-07-10,23,2001-04-23,Female,O/L,20.162991100231842,Beginner,High Low,0.39351885836218903
82522,Stacey Richard,2020-11-14,27,1997-04-24,Female,Diploma,29.971560575626196,Beginner,SPI Errors,0.5622497116227888
82522,Stacey Richard,2020-11-14,27,1997-04-24,Female,Diploma,29.4520975798049,Beginner,Openseam,0.6563310812506944
82522,Stacey Richard,2020-11-14,27,1997-04-24,Female,Diploma,23.01193630456053,Beginner,Openseam,0.6066129450763605
82522,Stacey Richard,2020-11-14,27,1997-04-24,Female,Diploma,26.53600158971167,Beginner,SPI Errors,0.644635271779249
82522,Stacey Richard,2020-11-14,27,1997-04-24,Female,Diploma,25.52528751913317,Beginner,SPI Errors,0.9676831104545686
53757,Kevin Thompson,2020-02-27,25,1999-04-24,Female,Diploma,29.731454426080195,Beginner,High Low,0.49488252935114463
53757,Kevin Thompson,2020-02-27,25,1999-04-24,Female,Diploma,26.707621287972145,Beginner,Openseam,0.2872071266843468
53757,Kevin Thompson,2020-02-27,25,1999-04-24,Female,Diploma,21.03826178760312,Beginner,Openseam,0.8126249079921718
53757,Kevin Thompson,2020-02-27,25,1999-04-24,Female,Diploma,29.516684939396775,Beginner,High Low,0.5972604227833044
53757,Kevin Thompson,2020-02-27,25,1999-04-24,Female,Diploma,28.96614732575199,Beginner,High Low,0.7596769073322626
17742,Dwayne Townsend,2023-04-04,28,1996-04-24,Female,O/L,41.34215878438063,Expert,High Low,0.2102213253518722
17742,Dwayne Townsend,2023-04-04,28,1996-04-24,Female,O/L,48.7872081970824,Expert,High Low,0.22793650835322388
17742,Dwayne Townsend,2023-04-04,28,1996-04-24,Female,O/L,40.941400989308704,Expert,High Low,0.9208696791672218
17742,Dwayne Townsend,2023-04-04,28,1996-04-24,Female,O/L,41.568967968839736,Expert,High Low,0.5279822453953817
17742,Dwayne Townsend,2023-04-04,28,1996-04-24,Female,O/L,43.11518885295379,Expert,SPI Errors,0.21185590145879363
33376,Kelsey Johnson,2020-04-13,29,1995-04-25,Female,Diploma,42.19848606901527,Expert,High Low,0.9380195195806484
33376,Kelsey Johnson,2020-04-13,29,1995-04-25,Female,Diploma,43.64142905823661,Expert,High Low,0.3873877886694148
33376,Kelsey Johnson,2020-04-13,29,1995-04-25,Female,Diploma,42.81215784757956,Expert,Openseam,0.22092630662314072
33376,Kelsey Johnson,2020-04-13,29,1995-04-25,Female,Diploma,44.50450180690285,Expert,Runoff,0.2094719586332181
33376,Kelsey Johnson,2020-04-13,29,1995-04-25,Female,Diploma,47.71580488110283,Expert,Openseam,0.06935383626554092
46172,James Harrison,2021-01-22,30,1994-04-25,Female,Diploma,33.049105548615024,Intermediate,Openseam,0.6490065965816751
46172,James Harrison,2021-01-22,30,1994-04-25,Female,Diploma,37.414399774629885,Intermediate,SPI Errors,0.6027932504532312
46172,James Harrison,2021-01-22,30,1994-04-25,Female,Diploma,34.30037318238898,Intermediate,SPI Errors,0.9891655538287519
46172,James Harrison,2021-01-22,30,1994-04-25,Female,Diploma,38.03771010856615,Intermediate,Runoff,0.6013320354746946
46172,James Harrison,2021-01-22,30,1994-04-25,Female,Diploma,31.34267149811066,Intermediate,Runoff,0.09721805359204105
49122,Patrick Turner,2024-03-13,29,1995-04-25,Female,A/L,28.228608529400343,Beginner,High Low,0.8266193534565949
49122,Patrick Turner,2024-03-13,29,1995-04-25,Female,A/L,24.92039855375415,Beginner,High Low,0.49571187598482236
49122,Patrick Turner,2024-03-13,29,1995-04-25,Female,A/L,26.011573248831404,Beginner,High Low,0.057327204527051756
49122,Patrick Turner,2024-03-13,29,1995-04-25,Female,A/L,23.221613021037108,Beginner,High Low,0.7460535322960302
49122,Patrick Turner,2024-03-13,29,1995-04-25,Female,A/L,20.95512314189233,Beginner,Openseam,0.4710809100229346
95846,Wayne Marshall,2024-03-21,22,2002-04-23,Female,A/L,38.39059834764599,Intermediate,Openseam,0.8641855696246213
95846,Wayne Marshall,2024-03-21,22,2002-04-23,Female,A/L,38.15956323544036,Intermediate,Runoff,0.21553373379527707
95846,Wayne Marshall,2024-03-21,22,2002-04-23,Female,A/L,35.70773701172305,Intermediate,Runoff,0.49209224497618576
95846,Wayne Marshall,2024-03-21,22,2002-04-23,Female,A/L,32.929874183056306,Intermediate,SPI Errors,0.06555353132689157
95846,Wayne Marshall,2024-03-21,22,2002-04-23,Female,A/L,38.33505447976235,Intermediate,Runoff,0.6413895736127516
94180,Samuel Humphrey,2020-06-15,27,1997-04-24,Female,Diploma,34.335466455632094,Intermediate,Runoff,0.9766205566832251
94180,Samuel Humphrey,2020-06-15,27,1997-04-24,Female,Diploma,39.65120039010433,Intermediate,SPI Errors,0.3464314382514171
94180,Samuel Humphrey,2020-06-15,27,1997-04-24,Female,Diploma,31.346533280476894,Intermediate,Openseam,0.28659540111891024
94180,Samuel Humphrey,2020-06-15,27,1997-04-24,Female,Diploma,33.722615078989605,Intermediate,Openseam,0.22709582339899026
94180,Samuel Humphrey,2020-06-15,27,1997-04-24,Female,Diploma,30.605998229434462,Intermediate,Runoff,0.9357104872732019
84052,Stacey Jimenez,2022-07-19,28,1996-04-24,Female,A/L,24.33748226355845,Beginner,High Low,0.6283875497333704
84052,Stacey Jimenez,2022-07-19,28,1996-04-24,Female,A/L,24.36142314790855,Beginner,Runoff,0.08265208554556458
84052,Stacey Jimenez,2022-07-19,28,1996-04-24,Female,A/L,29.128828891602225,Beginner,Runoff,0.4268156936438475
84052,Stacey Jimenez,2022-07-19,28,1996-04-24,Female,A/L,28.871202841566255,Beginner,Runoff,0.5072751321299102
84052,Stacey Jimenez,2022-07-19,28,1996-04-24,Female,A/L,22.53174149819458,Beginner,Runoff,0.8245565295127945
27459,Kelly Long,2020-03-11,24,2000-04-23,Female,O/L,44.41327735719915,Expert,Openseam,0.32390683831345124
27459,Kelly Long,2020-03-11,24,2000-04-23,Female,O/L,43.10876348966525,Expert,SPI Errors,0.6051376619750501
27459,Kelly Long,2020-03-11,24,2000-04-23,Female,O/L,47.49866855815347,Expert,Runoff,0.941332232512278
27459,Kelly Long,2020-03-11,24,2000-04-23,Female,O/L,48.940022161716534,Expert,SPI Errors,0.08515691147089277
27459,Kelly Long,2020-03-11,24,2000-04-23,Female,O/L,43.98911920525211,Expert,SPI Errors,0.9209040995725918
46096,Steve Smith,2022-09-15,29,1995-04-25,Female,O/L,44.06942445813939,Expert,High Low,0.8048275904910581
46096,Steve Smith,2022-09-15,29,1995-04-25,Female,O/L,48.976561360740064,Expert,Runoff,0.6675084979220063
46096,Steve Smith,2022-09-15,29,1995-04-25,Female,O/L,43.63801491018862,Expert,Runoff,0.8630789660528544
46096,Steve Smith,2022-09-15,29,1995-04-25,Female,O/L,48.701905637115594,Expert,Openseam,0.20882764167317136
46096,Steve Smith,2022-09-15,29,1995-04-25,Female,O/L,44.97464450869327,Expert,Openseam,0.47594575432182296
11935,Gary Washington,2020-09-08,26,1998-04-24,Female,O/L,33.58678678108288,Intermediate,Openseam,0.1913367330302831
11935,Gary Washington,2020-09-08,26,1998-04-24,Female,O/L,30.635913415471677,Intermediate,Openseam,0.8470376646516735
11935,Gary Washington,2020-09-08,26,1998-04-24,Female,O/L,30.32408109977409,Intermediate,Runoff,0.14234030871815673
11935,Gary Washington,2020-09-08,26,1998-04-24,Female,O/L,34.852963917725496,Intermediate,High Low,0.1748855909136584
11935,Gary Washington,2020-09-08,26,1998-04-24,Female,O/L,35.14356131751744,Intermediate,Runoff,0.0853311330279165
60190,Jonathan Martinez,2022-11-20,30,1994-04-25,Female,O/L,34.50796837578124,Intermediate,High Low,0.7028666769999194
60190,Jonathan Martinez,2022-11-20,30,1994-04-25,Female,O/L,30.702818396477117,Intermediate,SPI Errors,0.011951224342351296
60190,Jonathan Martinez,2022-11-20,30,1994-04-25,Female,O/L,37.1764571041819,Intermediate,SPI Errors,0.6252424498398302
60190,Jonathan Martinez,2022-11-20,30,1994-04-25,Female,O/L,33.66504267339662,Intermediate,SPI Errors,0.5123842460660669
60190,Jonathan Martinez,2022-11-20,30,1994-04-25,Female,O/L,31.539134724621054,Intermediate,Openseam,0.3435298479312111
68849,Carla Bautista,2021-06-16,23,2001-04-23,Female,Diploma,23.813145899852636,Beginner,SPI Errors,0.9756301512226224
68849,Carla Bautista,2021-06-16,23,2001-04-23,Female,Diploma,26.181310998080072,Beginner,High Low,0.08216362347869766
68849,Carla Bautista,2021-06-16,23,2001-04-23,Female,Diploma,22.585525630769762,Beginner,High Low,0.7001619612850046
68849,Carla Bautista,2021-06-16,23,2001-04-23,Female,Diploma,24.979434520390587,Beginner,High Low,0.2678796320466118
68849,Carla Bautista,2021-06-16,23,2001-04-23,Female,Diploma,27.65705260658884,Beginner,High Low,0.6700094973434376
81728,Jill Thompson,2020-03-30,25,1999-04-24,Female,O/L,35.94179778144281,Intermediate,SPI Errors,0.04980355628666411
81728,Jill Thompson,2020-03-30,25,1999-04-24,Female,O/L,39.538730576191384,Intermediate,Runoff,0.6873749609676226
81728,Jill Thompson,2020-03-30,25,1999-04-24,Female,O/L,32.24304855000633,Intermediate,Runoff,0.24045216474167974
81728,Jill Thompson,2020-03-30,25,1999-04-24,Female,O/L,30.627666783800464,Intermediate,High Low,0.7469977420283623
81728,Jill Thompson,2020-03-30,25,1999-04-24,Female,O/L,38.873334774027725,Intermediate,SPI Errors,0.8756761857251014
64140,Kenneth Miller,2020-10-23,25,1999-04-24,Female,O/L,42.38481215870583,Expert,High Low,0.3309397736502402
64140,Kenneth Miller,2020-10-23,25,1999-04-24,Female,O/L,46.73195725060326,Expert,Openseam,0.38773927025982124
64140,Kenneth Miller,2020-10-23,25,1999-04-24,Female,O/L,49.90950767676957,Expert,Runoff,0.4459935270168386
64140,Kenneth Miller,2020-10-23,25,1999-04-24,Female,O/L,49.89053138793943,Expert,High Low,0.8605616474407566
64140,Kenneth Miller,2020-10-23,25,1999-04-24,Female,O/L,47.29286706312688,Expert,High Low,0.24808887233583676
96598,Jeremy Washington,2023-08-24,30,1994-04-25,Female,A/L,32.29922018444807,Intermediate,High Low,0.5906786340765163
96598,Jeremy Washington,2023-08-24,30,1994-04-25,Female,A/L,38.02187294400664,Intermediate,SPI Errors,0.9531477724466222
96598,Jeremy Washington,2023-08-24,30,1994-04-25,Female,A/L,32.42751285251987,Intermediate,High Low,0.5917766103138644
96598,Jeremy Washington,2023-08-24,30,1994-04-25,Female,A/L,34.68992777696203,Intermediate,High Low,0.46634041699824325
96598,Jeremy Washington,2023-08-24,30,1994-04-25,Female,A/L,32.76551103033653,Intermediate,SPI Errors,0.4202046205431652
20892,Brianna Patterson,2021-12-13,21,2003-04-23,Female,A/L,33.28775504163553,Intermediate,SPI Errors,0.32214048866219525
20892,Brianna Patterson,2021-12-13,21,2003-04-23,Female,A/L,37.34216628525195,Intermediate,Runoff,0.7899325306994004
20892,Brianna Patterson,2021-12-13,21,2003-04-23,Female,A/L,32.56534202432977,Intermediate,Runoff,0.29570840070708104
20892,Brianna Patterson,2021-12-13,21,2003-04-23,Female,A/L,38.278810902293586,Intermediate,High Low,0.007340921456554517
20892,Brianna Patterson,2021-12-13,21,2003-04-23,Female,A/L,37.23857623013937,Intermediate,High Low,0.8518706148211014
